nome,eps
Toki wo Kakeru Shoujo,Movie (1 eps)
Serial Experiments Lain,TV (13 eps)
The Fable,TV (25 eps)
Tsurune: Tsunagari no Issha,TV (13 eps)
Wu Liuqi: Jiyi Suipian,ONA (10 eps)
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,TV (13 eps)
Yuusha-Ou GaoGaiGar Final,OVA (8 eps)
Zhan Shen: Fanchen Shenyu,ONA (15 eps)
Detroit Metal City,OVA (12 eps)
Durarara!!,TV (24 eps)
Fumetsu no Anata e Season 2,TV (20 eps)
Gin no Saji,TV (11 eps)
Hajime no Ippo: Boxer no Kobushi,Special (1 eps)
Hidamari Sketch: Sae Hiro Sotsugyou-hen,OVA (2 eps)
Jigokuraku,TV (13 eps)
Kidou Senshi Gundam Unicorn,OVA (7 eps)
Kuroko no Basket: Saikou no Present desu,Special (1 eps)
Mirai Shounen Conan,TV (26 eps)
"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",TV (25 eps)
Tsubasa: Shunraiki,OVA (2 eps)
Tsukimonogatari,TV Special (4 eps)
Zankyou no Terror,TV (11 eps)
Ansatsu Kyoushitsu,TV (22 eps)
Baccano! Specials,Special (3 eps)
Ginga Eiyuu Densetsu: Arata naru Tatakai no Overture,Movie (1 eps)
Gintama: Nanigoto mo Saisho ga Kanjin nanode Tashou Senobisuru Kurai ga Choudoyoi,Special (1 eps)
Haikyuu!! Movie 2: Shousha to Haisha,Movie (1 eps)
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,TV (12 eps)
Boku no Hero Academia 7th Season,TV (21 eps)
City Hunter 2,TV (63 eps)
Ginga Eiyuu Densetsu: Die Neue These - Seiran 1,Movie (4 eps)
Gintama: Dai Hanseikai,Special (1 eps)
Girls & Panzer: Saishuushou Part 2,Movie (1 eps)
Gridman Universe,Movie (1 eps)
Hikaru no Go,TV (75 eps)
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,TV (10 eps)
Kanata no Astra,TV (12 eps)
Kidou Senshi Gundam 00 Second Season,TV (25 eps)
Kimi wa Houkago Insomnia,TV (13 eps)
Kuroko no Basket Movie 4: Last Game,Movie (1 eps)
Medalist,TV (13 eps)
Overlord IV,TV (13 eps)
Quanzhi Gaoshou: Dianfeng Rongyao,Movie (1 eps)
Shokugeki no Souma: Ni no Sara,TV (13 eps)
Skip Beat!,TV (25 eps)
Uchouten Kazoku 2,TV (12 eps)
Yuanshen: Jinzhong Ge,ONA (1 eps)
Spy x Family Season 2,TV (12 eps)
Uma Musume: Pretty Derby Season 2,TV (13 eps)
Boku no Hero Academia 2nd Season,TV (25 eps)
Douluo Dalu II: Jueshi Tangmen,ONA (104 eps)
Ginga Eiyuu Densetsu Gaiden (1999),OVA (28 eps)
Haikyuu!! Movie 1: Owari to Hajimari,Movie (1 eps)
Hyouka,TV (22 eps)
JoJo no Kimyou na Bouken Part 6: Stone Ocean Part 2,ONA (12 eps)
Kamisama Hajimemashita OVA,OVA (2 eps)
Karasu wa Aruji wo Erabanai,TV (20 eps)
Kidou Senshi Gundam: Tekketsu no Orphans,TV (25 eps)
Koukaku Kidoutai: Stand Alone Complex - The Laughing Man,OVA (1 eps)
Kuroshitsuji: Book of Circus,TV (10 eps)
Kyou kara Ore wa!!,OVA (10 eps)
Mahoutsukai no Yome,TV (24 eps)
Meitantei Conan Movie 08: Ginyoku no Magician,Movie (1 eps)
Meitantei Conan Movie 18: Ijigen no Sniper,Movie (1 eps)
Ranma ½ (2024),TV (12 eps)
Kodomo no Omocha (TV),TV (102 eps)
Koukyoushihen Eureka Seven,TV (50 eps)
Kuroko no Basket,TV (25 eps)
Kuroshitsuji: Book of Murder,OVA (2 eps)
Meitantei Conan Movie 25: Halloween no Hanayome,Movie (1 eps)
No Game No Life,TV (12 eps)
One Piece Film: Strong World,Movie (1 eps)
Persona 3 the Movie 4: Winter of Rebirth,Movie (1 eps)
Saint Seiya: Meiou Hades Juuni Kyuu-hen,OVA (13 eps)
Sakura-sou no Pet na Kanojo,TV (24 eps)
Toradora!,TV (25 eps)
Tunshi Xingkong,ONA (26 eps)
World Trigger 2nd Season,TV (12 eps)
Yowamushi Pedal: Grande Road,TV (24 eps)
Angel Beats!,TV (13 eps)
Azumanga Daiou The Animation,TV (26 eps)
Darker than Black: Kuro no Keiyakusha,TV (25 eps)
Dorohedoro,TV (12 eps)
Durarara!!x2 Ketsu,TV (12 eps)
Golden Boy,OVA (6 eps)
Gosick,TV (24 eps)
NieR:Automata Ver1.1a Part 2,TV (12 eps)
Omoide no Marnie,Movie (1 eps)
Paprika,Movie (1 eps)
Shijou Saikyou no Deshi Kenichi,TV (50 eps)
Tsuki ga Kirei,TV (12 eps)
xxxHOLiC Shunmuki,OVA (2 eps)
Akatsuki no Yona,TV (24 eps)
Black Lagoon,TV (12 eps)
Dennou Coil,TV (26 eps)
Fate/stay night: Unlimited Blade Works Prologue,TV Special (1 eps)
FLCL,OVA (6 eps)
Glass no Kamen (2005),TV (51 eps)
Karakai Jouzu no Takagi-san 2,TV (12 eps)
Kill la Kill,TV (24 eps)
Lovely★Complex,TV (24 eps)
Mairimashita! Iruma-kun 2nd Season,TV (21 eps)
Meitantei Conan Movie 03: Seikimatsu no Majutsushi,Movie (1 eps)
Meitantei Conan Movie 04: Hitomi no Naka no Ansatsusha,Movie (1 eps)
Meitantei Conan Movie 10: Tantei-tachi no Requiem,Movie (1 eps)
Mononoke Movie: Karakasa,Movie (1 eps)
Kimi ni Todoke,TV (25 eps)
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,OVA (1 eps)
Mignon,ONA (12 eps)
Omae Umasou da na,Movie (1 eps)
Tonikaku Kawaii: SNS,OVA (1 eps)
Wan Sheng Jie 2,ONA (12 eps)
Wan Sheng Jie 3,ONA (12 eps)
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku OVA,OVA (1 eps)
5-toubun no Hanayome ∬,TV (12 eps)
Black Lagoon: Roberta's Blood Trail,OVA (5 eps)
Full Metal Panic? Fumoffu,TV (12 eps)
Ginga Nagareboshi Gin,TV (21 eps)
Given Movie 2: Hiiragi Mix,Movie (1 eps)
Hibike! Euphonium,TV (13 eps)
BanG Dream! Movie: Episode of Roselia - II: Song I Am.,Movie (1 eps)
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,TV (15 eps)
Juuni Kokuki,TV (45 eps)
Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,Movie (1 eps)
"Komi-san wa, Comyushou desu. 2nd Season",TV (12 eps)
Magi: The Labyrinth of Magic,TV (25 eps)
Pui Pui Molcar,TV (12 eps)
Shadows House 2nd Season,TV (12 eps)
SK∞,TV (12 eps)
Slayers Next,TV (26 eps)
Summer Wars,Movie (1 eps)
Toaru Kagaku no Railgun S,TV (24 eps)
Yuru Camp△ Season 3,TV (12 eps)
Tokyo Magnitude 8.0,TV (11 eps)
Tsumiki no Ie,Movie (1 eps)
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,TV (13 eps)
Baby Steps 2nd Season,TV (25 eps)
BanG Dream! 3rd Season,TV (13 eps)
D.Gray-man,TV (103 eps)
Evangelion Movie 1: Jo,Movie (1 eps)
Fullmetal Alchemist: Brotherhood Specials,Special (4 eps)
Kidou Keisatsu Patlabor 2 the Movie,Movie (1 eps)
Kidou Senshi Gundam: Dai 08 MS Shoutai,OVA (12 eps)
Meitantei Conan Movie 15: Chinmoku no Quarter,Movie (1 eps)
Naruto,TV (220 eps)
Rurouni Kenshin: Meiji Kenkaku Romantan - Kyoto Douran,TV (23 eps)
Saiunkoku Monogatari 2nd Season,TV (39 eps)
Kaichou wa Maid-sama!,TV (26 eps)
Kara no Kyoukai Movie: Mirai Fukuin,Movie (1 eps)
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,OVA (6 eps)
Zombieland Saga Revenge,TV (12 eps)
Aria the OVA: Arietta,OVA (1 eps)
Black Clover: Mahou Tei no Ken,Movie (1 eps)
Boku no Hero Academia 3rd Season,TV (25 eps)
Clannad,TV (23 eps)
Eve no Jikan,ONA (6 eps)
Bungou Stray Dogs Wan!,TV (12 eps)
Dragon Ball,TV (153 eps)
ef: A Tale of Melodies.,TV (12 eps)
Hachimitsu to Clover,TV (24 eps)
Haibane Renmei,TV (13 eps)
Hanada Shounen-shi,TV (25 eps)
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,TV (14 eps)
Jibaku Shounen Hanako-kun 2,TV (12 eps)
Kami nomi zo Shiru Sekai: Megami-hen,TV (12 eps)
Kimi ni Todoke 2nd Season,TV (12 eps)
Saint Seiya: The Lost Canvas - Meiou Shinwa,OVA (13 eps)
School Rumble Ni Gakki,TV (26 eps)
Shokugeki no Souma: San no Sara,TV (12 eps)
Touch,TV (101 eps)
Wolf's Rain OVA,OVA (4 eps)
Yuri!!! on Ice: Yuri Plisetsky GPF in Barcelona EX - Welcome to The Madness,Special (1 eps)
Wan Sheng Jie,ONA (12 eps)
xxxHOLiC,TV (24 eps)
Akagami no Shirayuki-hime 2nd Season,TV (12 eps)
Code Geass: Hangyaku no Lelouch III - Oudou,Movie (1 eps)
Durarara!!x2 Shou,TV (12 eps)
IDOLiSH7 Vibrato,ONA (8 eps)
Kakushigoto,TV (12 eps)
Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Individual Eleven,OVA (1 eps)
Rising Impact Season 2,ONA (14 eps)
Koukaku Kidoutai 2.0,Movie (1 eps)
Mahou Shoujo Lyrical Nanoha A's,TV (13 eps)
Maoujou de Oyasumi,TV (12 eps)
Ookiku Furikabutte: Natsu no Taikai-hen,TV (13 eps)
ReLIFE,TV (13 eps)
Romantic Killer,ONA (12 eps)
Rurouni Kenshin: Meiji Kenkaku Romantan - Seisou-hen,OVA (2 eps)
Youjo Senki,TV (12 eps)
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,TV (13 eps)
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 3 - Yakusoku,Movie (1 eps)
5-toubun no Hanayome∽,TV Special (2 eps)
Aria the Benedizione,Movie (1 eps)
Beastars Final Season,ONA (? eps)
Benghuai: Xing Qiong Tiedao - Gelamo de Yujin,ONA (1 eps)
Bleach,TV (366 eps)
Durarara!!x2 Ten,TV (12 eps)
Eve no Jikan (Movie),Movie (1 eps)
Hanma Baki: Son of Ogre 2nd Season,ONA (27 eps)
Hokuto no Ken,TV (109 eps)
Hyouge Mono,TV (39 eps)
Aria the Origination: Sono Choppiri Himitsu no Basho ni...,Special (1 eps)
Bishoujo Senshi Sailor Moon: Sailor Stars,TV (34 eps)
Gake no Ue no Ponyo,Movie (1 eps)
Girls & Panzer: Saishuushou Part 1,Movie (1 eps)
High Score Girl: Extra Stage,OVA (3 eps)
Kurenai no Buta,Movie (1 eps)
Major Movie: Yuujou no Winning Shot,Movie (1 eps)
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,Movie (1 eps)
Tennis no Oujisama: Zenkoku Taikai-hen - Final,OVA (7 eps)
Vampire Hunter D (2000),Movie (1 eps)
Working!!!,TV (13 eps)
Yofukashi no Uta,TV (13 eps)
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,Movie (1 eps)
Shokugeki no Souma: San no Sara - Tootsuki Ressha-hen,TV (12 eps)
Tekkon Kinkreet,Movie (1 eps)
Wotaku ni Koi wa Muzukashii OVA,OVA (3 eps)
Yi Nian Yong Heng,ONA (52 eps)
Boku no Hero Academia the Movie 2: Heroes:Rising,Movie (1 eps)
Fate/Grand Order: Zettai Majuu Sensen Babylonia,TV (21 eps)
High Score Girl II,TV (9 eps)
Kanon (2006),TV (24 eps)
Kidou Senshi Gundam Thunderbolt,ONA (4 eps)
Kidou Senshi Gundam Thunderbolt: December Sky,Movie (1 eps)
Kindaichi Shounen no Jikenbo,TV (148 eps)
Kobato.,TV (24 eps)
Macross F Movie 2: Sayonara no Tsubasa,Movie (1 eps)
Nagi no Asu kara,TV (26 eps)
Niehime to Kemono no Ou,TV (24 eps)
Non Non Biyori,TV (12 eps)
Noragami,TV (12 eps)
Sakasama no Patema,Movie (1 eps)
Kono Oto Tomare!,TV (13 eps)
Macross: Do You Remember Love?,Movie (1 eps)
Mawaru Penguindrum,TV (24 eps)
Meitantei Conan Movie 27: 100-man Dollar no Michishirube,Movie (1 eps)
Nurarihyon no Mago: Sennen Makyou,TV (24 eps)
Osomatsu-san,TV (25 eps)
Tate no Yuusha no Nariagari,TV (25 eps)
Wotaku ni Koi wa Muzukashii,TV (11 eps)
xxxHOLiC Movie: Manatsu no Yoru no Yume,Movie (1 eps)
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",Special (1 eps)
Dead Dead Demons Dededede Destruction (OVA),OVA (17 eps)
Douluo Dalu,ONA (26 eps)
Full Moon wo Sagashite,TV (52 eps)
Hidamari Sketch x Honeycomb,TV (12 eps)
Hikaru no Go: Hokuto Hai e no Michi,Special (1 eps)
Aikatsu! 10th Story: Mirai e no Starway (2023),Movie (1 eps)
Aishang Ta de Liyou Extra,ONA (1 eps)
Atarashii Joushi wa Do Tennen,TV (12 eps)
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,Movie (1 eps)
Gochuumon wa Usagi desu ka? Bloom,TV (12 eps)
Hanamonogatari,TV Special (5 eps)
Kizumonogatari: Koyomi Vamp,Movie (1 eps)
Kobayashi-san Chi no Maid Dragon,TV (13 eps)
Love Live! Superstar!!,TV (12 eps)
"Natsu e no Tunnel, Sayonara no Deguchi",Movie (1 eps)
Nekomonogatari: Kuro,TV Special (4 eps)
One Piece Film: Strong World Episode 0,OVA (1 eps)
Phantom: Requiem for the Phantom,TV (26 eps)
Shingeki no Kyojin Season 2 Movie: Kakusei no Houkou,Movie (1 eps)
Takarajima,TV (26 eps)
Touhai Densetsu Akagi: Yami ni Maiorita Tensai,TV (26 eps)
Usagi Drop Specials,Special (4 eps)
Yowamushi Pedal,TV (38 eps)
Zhu Xian 2nd Season,ONA (26 eps)
Tamako Love Story,Movie (1 eps)
Yakitate!! Japan,TV (69 eps)
Yuru Yuri San☆Hai!,TV (12 eps)
Bungou Stray Dogs: Dead Apple,Movie (1 eps)
Cike Wu Liuqi,ONA (10 eps)
City Hunter,TV (51 eps)
Eyeshield 21,TV (145 eps)
Fanren Xiu Xian Chuan 2nd Season,ONA (51 eps)
Full Metal Panic! The Second Raid,TV (13 eps)
Initial D Third Stage,Movie (1 eps)
Kidou Senshi Gundam: Suisei no Majo Season 2,TV (12 eps)
Kimi to Boku. 2,TV (13 eps)
Kokoro Connect: Michi Random,Special (4 eps)
Love Live! The School Idol Movie,Movie (1 eps)
Overlord,TV (13 eps)
Overlord III,TV (13 eps)
Plastic Memories,TV (13 eps)
Quanzhi Gaoshou 2,ONA (12 eps)
Kaleido Star,TV (51 eps)
Kuuchuu Buranko,TV (11 eps)
Les Misérables: Shoujo Cosette,TV (52 eps)
Log Horizon,TV (25 eps)
Meitantei Conan OVA 09: 10-nengo no Stranger,OVA (1 eps)
Ore Monogatari!!,TV (24 eps)
Promare,Movie (1 eps)
SKET Dance: Imouto no Nayami ni Nayamu Ani ni Nayamu Imouto to Sono Nakama-tachi,OVA (1 eps)
Summer Ghost,Movie (1 eps)
Trigun: Badlands Rumble,Movie (1 eps)
Vanitas no Karte,TV (12 eps)
Yuri!!! on Ice,TV (12 eps)
Berserk: Ougon Jidai-hen - Memorial Edition,TV (13 eps)
Bishoujo Senshi Sailor Moon S,TV (38 eps)
Code Geass: Fukkatsu no Lelouch,Movie (1 eps)
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,Movie (1 eps)
Darker than Black: Kuro no Keiyakusha Gaiden,Special (4 eps)
Date A Live II: Kurumi Star Festival,OVA (1 eps)
Densetsu Kyojin Ideon: Hatsudou-hen,Movie (1 eps)
Ergo Proxy,TV (23 eps)
Gakuen Babysitters,TV (12 eps)
Hidamari Sketch x ☆☆☆,TV (12 eps)
Ie Naki Ko Remy,TV (23 eps)
BanG Dream! Movie: Poppin' Dream!,Movie (1 eps)
Final Fantasy VII: Advent Children Complete,OVA (1 eps)
Ginga Sengoku Gunyuuden Rai,TV (52 eps)
Hanasaku Iroha,TV (26 eps)
Jormungand: Perfect Order,TV (12 eps)
Karigurashi no Arrietty,Movie (1 eps)
Kidou Senshi Zeta Gundam,TV (50 eps)
Kingdom,TV (38 eps)
Love Live! Superstar!! 3rd Season,TV (12 eps)
Lupin III (2015),TV (24 eps)
Macross,TV (36 eps)
Mahoutsukai no Yome Season 2 Part 2,TV (12 eps)
Sakamoto Days,TV (11 eps)
Sakigake!! Cromartie Koukou,TV (26 eps)
School Rumble,TV (26 eps)
Shingeki no Kyojin OVA,OVA (3 eps)
Shirokuma Cafe,TV (50 eps)
Tsue to Tsurugi no Wistoria,TV (12 eps)
Ushio to Tora (TV) 2nd Season,TV (13 eps)
Zetsuen no Tempest,TV (24 eps)
Zoku Sayonara Zetsubou Sensei,TV (13 eps)
Space☆Dandy,TV (13 eps)
Tennis no Oujisama: Zenkoku Taikai-hen,OVA (13 eps)
Yagate Kimi ni Naru,TV (13 eps)
Yuanshen: Weixing zhi Lu,ONA (1 eps)
Yuzuki-san Chi no Yonkyoudai.,TV (12 eps)
Aria the Avvenire,Special (3 eps)
BanG Dream! Film Live 2nd Stage,Movie (1 eps)
Code Geass: Hangyaku no Lelouch I - Koudou,Movie (1 eps)
Drifters,TV (12 eps)
Free! Eternal Summer: Kindan no All Hard!,Special (1 eps)
Golden Kamuy,TV (12 eps)
Hoozuki no Reitetsu 2nd Season,TV (13 eps)
Ie Naki Ko,TV (51 eps)
Macross F,TV (25 eps)
Megalo Box,TV (13 eps)
Meitantei Conan Movie 02: 14-banme no Target,Movie (1 eps)
New Initial D Movie: Legend 3 - Mugen,Movie (1 eps)
Osomatsu-san Movie,Movie (1 eps)
Jigoku Shoujo Futakomori,TV (26 eps)
JoJo no Kimyou na Bouken (TV),TV (26 eps)
Kidou Senshi Gundam: Suisei no Majo - Prologue,Special (1 eps)
Kotonoha no Niwa,Movie (1 eps)
Non Non Biyori Repeat: Hotaru ga Tanoshinda,OVA (1 eps)
One Piece Film: Gold,Movie (1 eps)
Ookiku Furikabutte,TV (25 eps)
Paradise Kiss,TV (12 eps)
Saiunkoku Monogatari,TV (39 eps)
Shijou Saikyou no Deshi Kenichi OVA,OVA (11 eps)
Tennis no Oujisama: Zenkoku Taikai-hen - Semifinal,OVA (6 eps)
Tokyo Revengers,TV (24 eps)
Wu Dong Qian Kun 4th Season,ONA (12 eps)
Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,Movie (1 eps)
Carnival Phantasm,OVA (12 eps)
Death Billiards,Movie (1 eps)
Doupo Cangqiong 3rd Season,ONA (12 eps)
Higurashi no Naku Koro ni,TV (26 eps)
IDOLiSH7 Movie: LIVE 4bit - BEYOND THE PERiOD,Movie (2 eps)
InuYasha,TV (167 eps)
Aishang Ta de Liyou,ONA (22 eps)
Boku no Hero Academia 4th Season,TV (25 eps)
Cool Doji Danshi,TV (24 eps)
Doraemon (1979),TV (1787 eps)
ef: A Tale of Memories.,TV (12 eps)
Ginga Eiyuu Densetsu: Waga Yuku wa Hoshi no Taikai,Movie (1 eps)
Heartcatch Precure!,TV (49 eps)
K-On!,TV (13 eps)
Kami nomi zo Shiru Sekai II,TV (12 eps)
Kuroshitsuji: Kishuku Gakkou-hen,TV (11 eps)
Lupin the IIIrd: Chikemuri no Ishikawa Goemon,Movie (1 eps)
Magic Kaito 1412,TV (24 eps)
Mahou Shoujo Lyrical Nanoha: The Movie 1st,Movie (1 eps)
Meitantei Conan Movie 01: Tokei Jikake no Matenrou,Movie (1 eps)
Meitantei Conan Movie 23: Konjou no Fist,Movie (1 eps)
One Piece: Episode of East Blue - Luffy to 4-nin no Nakama no Daibouken,TV Special (1 eps)
Ookami to Koushinryou II: Ookami to Kohakuiro no Yuuutsu,OVA (1 eps)
Quanzhi Gaoshou,ONA (12 eps)
Tonikaku Kawaii,TV (12 eps)
Undead Girl Murder Farce,TV (13 eps)
Watashi no Shiawase na Kekkon 2nd Season,TV (13 eps)
Wu Dong Qian Kun 3rd Season,ONA (12 eps)
Wu Shan Wu Xing (2020),ONA (3 eps)
Zan Sayonara Zetsubou Sensei,TV (13 eps)
Sayonara Zetsubou Sensei,TV (12 eps)
Seitokai Yakuindomo* OVA,OVA (10 eps)
Soul Eater,TV (51 eps)
Tennis no Oujisama,TV (178 eps)
Terra e... (TV),TV (24 eps)
Top wo Nerae! Gunbuster,OVA (6 eps)
Urusei Yatsura (2022) 2nd Season,TV (23 eps)
Wanmei Shijie,ONA (234 eps)
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e,TV (12 eps)
Yuru Yuri Nachuyachumi!,OVA (1 eps)
Carole & Tuesday,TV (24 eps)
Giji Harem,TV (12 eps)
Hibike! Euphonium Movie 2: Todoketai Melody,Movie (1 eps)
High☆Speed! Movie: Free! Starting Days,Movie (1 eps)
Hoozuki no Reitetsu 2nd Season: Sono Ni,TV (13 eps)
K-On!!: Keikaku!,Special (1 eps)
K-On!: Live House!,Special (1 eps)
Kengan Ashura Season 2 Part 2,ONA (16 eps)
Kidou Senshi Gundam: Suisei no Majo,TV (12 eps)
Lupin III vs. Meitantei Conan: The Movie,Movie (1 eps)
Machikado Mazoku: 2-choume,TV (12 eps)
Meitantei Conan Movie 22: Zero no Shikkounin,Movie (1 eps)
Oniisama e...,TV (39 eps)
Kaleido Star: Legend of Phoenix - Layla Hamilton Monogatari,OVA (1 eps)
Liang Bu Yi 2nd Season,ONA (24 eps)
Magi: Sinbad no Bouken (TV),TV (13 eps)
Musekinin Kanchou Tylor,TV (26 eps)
Noragami Aragoto OVA,OVA (2 eps)
One Piece 3D2Y: Ace no shi wo Koete! Luffy Nakama Tono Chikai,TV Special (1 eps)
Owarimonogatari 2nd Season Recaps,TV Special (2 eps)
Sekaiichi Hatsukoi Movie: Yokozawa Takafumi no Baai,Movie (1 eps)
Sekaiichi Hatsukoi OVA,OVA (2 eps)
Tsuki ga Michibiku Isekai Douchuu 2nd Season,TV (25 eps)
Tteotda Keunyeo!!,ONA (5 eps)
Tunshi Xingkong Movie: Xueluo Dalu,ONA (1 eps)
Urusei Yatsura 2: Beautiful Dreamer,Movie (1 eps)
Yume-iro Pâtissière,TV (50 eps)
Beelzebub,TV (60 eps)
Boku no Hero Academia,TV (13 eps)
Dark Gathering,TV (25 eps)
Durarara!! Specials,Special (2 eps)
Hoozuki no Reitetsu OVA,OVA (4 eps)
91 Days,TV (12 eps)
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,Movie (1 eps)
Haikyuu!! Riku vs. Kuu,OVA (2 eps)
Hanasaku Iroha Movie: Home Sweet Home,Movie (1 eps)
Hidamari Sketch x 365,TV (13 eps)
Jibaku Shounen Hanako-kun,TV (12 eps)
"Komi-san wa, Comyushou desu.",TV (12 eps)
Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,OVA (1 eps)
Michiko to Hatchin,TV (22 eps)
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,TV (12 eps)
Seihou Bukyou Outlaw Star,TV (24 eps)
Tentai Senshi Sunred 2nd Season,TV (26 eps)
Tiger & Bunny,TV (25 eps)
Trigun Stampede,TV (12 eps)
Umibe no Étranger,Movie (1 eps)
Yuusha-Ou GaoGaiGar,TV (49 eps)
Seitokai Yakuindomo Movie,Movie (1 eps)
Shanhe Jian Xin,ONA (16 eps)
Shingeki no Kyojin Movie 1: Guren no Yumiya,Movie (1 eps)
Shingeki no Kyojin: Lost Girls,OVA (3 eps)
Somali to Mori no Kamisama,TV (12 eps)
Sonny Boy,TV (12 eps)
Suzumiya Haruhi no Yuuutsu,TV (14 eps)
Tokyo Revengers: Tenjiku-hen,TV (13 eps)
Uchouten Kazoku,TV (13 eps)
Wan Sheng Jie 4,ONA (12 eps)
5-toubun no Hanayome Movie,Movie (1 eps)
Akachan to Boku,TV (35 eps)
Break Blade Movie 4: Sanka no Chi,Movie (1 eps)
Dance Dance Danseur,TV (11 eps)
Danshi Koukousei no Nichijou Specials,Special (6 eps)
Enen no Shouboutai: Ni no Shou,TV (24 eps)
Gekkan Shoujo Nozaki-kun,TV (12 eps)
Grisaia no Meikyuu: Caprice no Mayu 0,TV Special (1 eps)
Haikyuu!! (OVA),OVA (10 eps)
Hug tto! Precure,TV (49 eps)
Id:Invaded,TV (13 eps)
Kara no Kyoukai Movie 4: Garan no Dou,Movie (1 eps)
Kidou Senshi Gundam: Senkou no Hathaway,Movie (1 eps)
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,Movie (1 eps)
Mairimashita! Iruma-kun 3rd Season,TV (21 eps)
New Initial D Movie: Legend 2 - Tousou,Movie (1 eps)
Nige Jouzu no Wakagimi,TV (12 eps)
Ojamajo Doremi Na-i-sho,OVA (13 eps)
One Piece Film: Red,Movie (1 eps)
Little Witch Academia (TV),TV (25 eps)
Madogiwa no Totto-chan,Movie (1 eps)
Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,TV (12 eps)
Oomuro-ke: Dear Sisters,Movie (1 eps)
Sekaiichi Hatsukoi 2,TV (12 eps)
Tanaka-kun wa Itsumo Kedaruge,TV (12 eps)
Tasogare Otome x Amnesia,TV (12 eps)
Uma Musume: Pretty Derby - Road to the Top,ONA (4 eps)
Working'!!,TV (13 eps)
Yuru Yuri♪♪,TV (12 eps)
Akage no Anne,TV (50 eps)
Bishoujo Senshi Sailor Moon Cosmos Movie,Movie (2 eps)
Bungou Stray Dogs,TV (12 eps)
Capeta,TV (52 eps)
Fanren Xiu Xian Chuan: Xinghai Feichi Pian Xuzhang,ONA (4 eps)
Free! Movie 5: The Final Stroke - Kouhen,Movie (1 eps)
Go! Princess Precure,TV (50 eps)
Goku Sayonara Zetsubou Sensei,OVA (3 eps)
Gungrave,TV (26 eps)
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza,Movie (1 eps)
Baby Steps,TV (25 eps)
Beastars,TV (12 eps)
Blue Period,TV (12 eps)
City Hunter 3,TV (13 eps)
Crayon Shin-chan,TV (? eps)
Digimon Adventure: Bokura no War Game!,Movie (1 eps)
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,TV Special (1 eps)
Eikoku Koi Monogatari Emma: Molders-hen,TV (12 eps)
Flanders no Inu (Movie),Movie (1 eps)
Hidamari Sketch x ☆☆☆ Specials,TV Special (2 eps)
InuYasha Movie 3: Tenka Hadou no Ken,Movie (1 eps)
Jungle wa Itsumo Hare nochi Guu,TV (26 eps)
Kokoro ga Sakebitagatterunda.,Movie (1 eps)
Lucky☆Star: Original na Visual to Animation,OVA (1 eps)
Lupin III: The First,Movie (1 eps)
Mahoujin Guruguru (2017),TV (24 eps)
Meitantei Conan Movie 08: Ginyoku no Time Travel Recap,TV Special (1 eps)
MF Ghost 2nd Season,TV (12 eps)
Mushoku Tensei: Isekai Ittara Honki Dasu - Eris no Goblin Toubatsu,Special (1 eps)
New Initial D Movie: Legend 1 - Kakusei,Movie (1 eps)
Overlord Movie 3: Sei Oukoku-hen,Movie (1 eps)
Planetarian: Hoshi no Hito,Movie (1 eps)
Seto no Hanayome OVA,OVA (2 eps)
Shadows House,TV (13 eps)
Shingeki no Kyojin: Chronicle,Movie (1 eps)
Slayers Try,TV (26 eps)
